"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a/ACg8ocKOa6Tz5oeD_gtC16AEJT94Pk8ZDzR8ATZmDtHrtRrqt5kGBLU=s128-w32-d-h32-cc-rp","Iman Shk","5 years ago","Every child is special no matter wat marks , talents , achievements he or she has achieved 😍🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻These top scored children are not just needed for this society .....","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX7qOoj4ydiQE1LjaKIc2MXxQw03eF7lrh4oRdy8QscOgUsDErV=s128-w32-d-h32-cc-rp","Meera Gour","a year ago","A child has aright way to learn and write .This film inspirate all of them who mis matches  in studies .😀","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUGAkMHp7vsHRU4RYDu3uKR9LdN_EjKeQlrGqPbCFFD7BWJsOABSQ=s128-w32-d-h32-cc-rp","Ssk Bunny","3 years ago","What can I say about this movie one of the best indian movie every parent and teacher should watch this masterpiece.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWvtURkiHuMTZdjvCMbY8PmNrP4-zhgn4fyg0gthzvRYPzGHaYX=s128-w32-d-h32-cc-rp","Muhammad Rumman","a year ago","This is a very good movie.  In real life also every child should have great teachers like Ram to train them.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIHY9fXc4BRDnBieW_VSSTUVN8PaxdR2g55UvooMqqUl7h9=s128-w32-d-h32-cc-rp","ROHIT Acharya","a year ago","Heart touching movie,I literally loved it very much .It shows the reality of our parenting and educational system.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUc-hHhohwYkUZgI6w7Qu21oRpUcICv1dxdKV0RhvZZp_gohew=s128-w32-d-h32-cc-rp","Abhi Karthikeyan","4 months ago","This is one of the best movie in indian cinema. No words can describe this movie","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLzCeILkWHH6H9HNHe2Ybr-nfTR1CU5h6ix3ERljKDT895a=s128-w32-d-h32-cc-rp","Nasir Pasha","2 years ago","Good movie every parent should watch this and it will help them to understand their kids very well","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUtqOp_QcH_OzzXyD9qJe0TefFsPz4m_Fx7cItr_3_40C85u_fz1Q=s128-w32-d-h32-cc-rp","Bala Vimalan","7 years ago","I can watch any number of times.. Never gets bored... Such kind of movie... Kudos to the kid..","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI08CMeCyxQtXkJgJ4kFVnM8OclDphjt0txSyXjxdttrioh5pvy=s128-w32-d-h32-cc-rp","ankit bajpai","a year ago","Awesome movie...beautiful story and inspire to her parents with child's.. Aamir Khan is superstar..thnaks to make this movie...","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVi59u6lXWhrarIZ6QyX2S-zgTG-BhXV7RVNSayshdiX1sCK8aBdw=s128-w32-d-h32-cc-rp","Shaniqua Parkins","5 years ago","Such a beautiful movie !!. Parents . Kids who may feel different. TEACHERS. Everyone should honestly watch this movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXtHO3HcWFatp5uPlVf0aJKEWFW3EMrwj3fsZwAnwK4jvVvVzVt=s128-w32-d-h32-cc-rp","alone- emperor143","a year ago","I just love this film i littrely cried at few scenes really a must watch film My all time favorite❤❤❤","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUZ1amLN4T940Q4qTAxP4x_03XJBOCb4MDMZfqHVujtnMeL0s5f=s128-w32-d-h32-cc-rp","Bhavuk Rathore","2 years ago","Emotional , and one of the best cinema of Bollywood. Hats off to Aamir Khan and whole caste and crew .","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXrvTlqQKpwIyV6MtcdL2x_mB3bMcbg7byHqz2Jg35KwUJ4VhI=s128-w32-d-h32-cc-rp","Ferdouse Kamal Ahmed","3 years ago","Highly entraining and educational! I believe this movie saved the childhood of many children !!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUnV3Sc5mJzZPM61RYqoZivcJOkphB9fTbve_bGwuJd5Rh8IBY=s128-w32-d-h32-cc-rp","ABHIMANYU KUSHWAHA","a year ago","Best heat touching movie for students teachers parents and whole society.
Must watch to all.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXUrsNiLYkrIx7BXAE-MamY0dZiDsFSI7_xoITGrW-Py1_mZqpBsA=s128-w32-d-h32-cc-rp","UTTAM SINGH","a year ago","it's just an amazing movie no words to explain the goodness of this movie. inspirational message.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWXKMMCltzT963SAmvzpWhZjll07dkE_MB4-GzkPQuYdPDxTgOlbw=s128-w32-d-h32-cc-rp","Bindu Singh parmar","4 months ago","Based on a great 👍👍 topic that is children's dmsuffeing from dyslexia .great acting by Aamir sir . We want Part 2","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIQ4tkumD2GDx8KDwfAnbYSe9xG8SuTWoptgyAS6tuwsCR2Fg=s128-w32-d-h32-cc-rp","Nagireddy Peter","6 years ago","Wonderful and awesome film 
Heart touching 
Children are the stars on land
So don't hurt them
Don't loose them","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWiq5LPVQ-x7s_jeyc_XZudOBTSZkjSvJFW0CPqutg57DkKMHg=s128-w32-d-h32-cc-rp","hananiel masapogu","a year ago","Nice movie . I have seen it many times and whenever I have seen it I always got me inspired also.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKCv9TU5UgrWMMSuAYnf-deB0UxxToql2aNC3e0N5Dppe-2gQ=s128-w32-d-h32-cc-rp","Chandresh","6 months ago","Great movie... All parents must watch this movie. 
(Sincerely this masterpiece makes me cried)","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVe9HWR5dHXoaMA8ecf9U65gNgj1ONl0Mb2pXJIEaziRjVakQ=s128-w32-d-h32-cc-rp","Prads Hi","6 years ago","5/5bdelivers a really good message we should always treat kids good and never pressurise them as every kid has a talent","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocL6yBYT6qnmBVYLEcrWpcM7gsyr-lCIjHMXWUAmxBickpER0RM=s128-w32-d-h32-cc-rp","tanuja babu","5 years ago","Very emotional and entertaining songs are also cool the boy did a very good job 👍✨✨✨
🎉😊👏😁👏😃🎉
Congratulations!
👍✨✨✨
🎉😊👏😁👏😃🎉
Congratulations! And celebrations","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVQWxcnyEicyGpY4-yHjgB23GzwaefF_MdqUY3Ut3pe7hMJ5-xh=s128-w32-d-h32-cc-rp","Dhiraj Singh","7 years ago","Awesome , amazing, beautiful, thought provoking, lovely. A gem of bollywood. Songs r so meaningful.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJpWJQc7iterqnNAN9Ma5LFjmryXQKHpo8XUuM0-HcUPyuzAg=s128-w32-d-h32-cc-rp","ranjit sahoo","5 years ago","Wow what a movie it is..... Aamir khan acting was very good and its story was beautiful.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUHLRduCvNCZbfFcEI_Crc1Gp1JQvZl1GVPCQNy0gl2KzyXaDvi=s128-w32-d-h32-cc-rp","Manish S","2 months ago","What a movie!!!
Fantastic Screenplay and Emotional Touch 
Busted out with tears
Must Watch ❤️","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocI8vtpbRnlFz7JzALBcHNPyDzZbppBIsJxEww_G2F0vshP7hQ=s128-w32-d-h32-cc-rp","biolakurbah biolakurbah","6 years ago","I too i appreciate this movie about the understanding of the teacher for the student especially those whom  potentialities and talents are hidden within the person.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIRP7IbGiHrfMRWZkDh7SSDOI1PVq4AIM0zaHfOvItnVuVYPA=s128-w32-d-h32-cc-rp","Baby Chattarjee","10 months ago","No. 1 flim hat's off to amir khan and all the actors specially darsheel safari for his acting 🙌","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXUGjNUXKteZosl9WzvIfUoWnweWSnBCVB7M-kVq0HFrC5omhj0=s128-w32-d-h32-cc-rp","Charles Alexi Rinba","3 years ago","super good love it shows how hard reality can be, The relatable scenes of this film are Legendary!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXfSCLbuSe4a0njkieNqyRGkqpA8yXoPPJRn3GzmpyVSoq9QjwNVQ=s128-w32-d-h32-cc-rp","Banda Sai Kishore yadav","6 years ago","Being a 90’s boy I’m a big fan of this film because i was relating my life to Ishan Nanda Kishor Awasthi’s life..even today when I watch this film I go back in time !!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjV-7dADg_N9DqxQFLoe9-FZkFvixbXAKTCon5kt443jHdUu2LI=s128-w32-d-h32-cc-rp","sandy T","a year ago","It is a best motivation film for me. It is my favorite film that I ever saw.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX3UreDr99tYOVi_shzdAGW8PtuADd1rMPgQJgBF8eErmUtc6feOw=s128-w32-d-h32-cc-rp","Ayush Sakhare","4 years ago","It tell's us about the child sycology and kind thinking about knowledge aquiring continueos and amir khan play very great rol.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXHLSPjKOtTyV_1-Tc5Rs7gj4kbj12GBHfYCdqkUtgZMucgKezw=s128-w32-d-h32-cc-rp","Chandra lekha Koduru","4 years ago","Such a great movie when I see my eyes filled with tears I love this movie until end of my life","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJ_C0DA0Dy3gidWpmymUfPccNDl1sk8ihF8exeqHp56QD58Dao=s128-w32-d-h32-cc-rp","Kennam Modi","a year ago","The movie is great.
Hope so we can get more of bollywood movies like this.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLAhP3Vn-KyZz2WKYRUHNrXVXBjaTiL60ybg9UG_rUbBu5Fhg=s128-w32-d-h32-cc-rp","Mohan Patel","4 years ago","The film 🎥 role play by Amir Khan is sosum he play good character of teachers soon on flim to students make the flim taare zamem para is out stand","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWdnr1MWzcGN3YAfasM5Z_LevZkBrp_Kt-d-WajVs88Nq9_-gk=s128-w32-d-h32-cc-rp","Mayur Patil","5 years ago","Every child is genius. failling or scoring less marks doesn't defines whether he is genius or not,his inner worlds richness does","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLAy0HcACz3vwp0JCs6jdQtM0J7Dxl_IFEdEU-ZbSbo7Itbzw=s128-w32-d-h32-cc-rp","Nayan Kalita","a year ago","The greatest movie of Bollywood carrying a great message. Salute to the team of this movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWcilbExELph2S0hunT2PH097I1h5TK_dNzEGEIxFeaIGhp8gLa=s128-w32-d-h32-cc-rp","Vahida Anas","5 years ago","Amazing film, Aamir khan is an stunning, intelligent, and amazing actor,Also dharshan safari is very talented future super star.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXOrPj6bW3UwbInZx1XwEWBrokQkug9_N_xr0R74EZL6muui6PJKw=s128-w32-d-h32-cc-rp","Ana Mitra","6 years ago","Though I have watched this movie several times, its essence remains always fresh and heart warming.. ❤️","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjV0REUbRfIxTr8_gNvlkM-BTMe2DmmJ-yF8-0dpYsv50S3vCVki=s128-w32-d-h32-cc-rp","SAURABH YADAV","5 years ago","I love this movie is the best for student 
This movie inspire all family members and he is the bestest movie  for me❤️❤️","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXY-g1W8BsB18KGsy5pFYZ8kmlKnc3kbwwFU7K8rXOIuH8j8Ik=s128-w32-d-h32-cc-rp","Gill Matters","11 months ago","Guys you should watch it. It's amazing.ishann awasthi and ram 🇮🇳🇵🇰","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUtLWrk4iDBHvSGxPPrA7lQ3bPK5426zETZxnljdi7rnAjq76Lf=s128-w32-d-h32-cc-rp","Meera M","7 years ago","Really heart touching movie ever seen. It is the only movie that I like.  Really good movie..","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjW1L22L4iLeaSqR9TeziA4MtaJyN1SkhftohmwEbB8U5cVByi0J=s128-w32-d-h32-cc-rp","Sachindra Dhiman official","4 years ago","I have no words but still outstanding movie, very emotional & very very motivational.  And yes....  every child is special.😢🙏👍👍👍","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX2a-ctg8a8NmUvfddJmm0QU0TRd3HI3ZIIMvjTgsiD6l6sjdo=s128-w32-d-h32-cc-rp","Black Hawk","7 years ago","Its really wonderful movie i like the careness of teacher(Aamir khan) about the student who facing the problem in his life","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWyjiIaeQpC7vXVISgzBjWjtx-SldG_FeSG2R70hXK1isq1mA=s128-w32-d-h32-cc-rp","Abhijeet Sharma","a year ago","It's that best movie in the world I love I give 5 star rating I am crying seen the cry scene in the movie","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjW0PvwgbBHsA_FS-Tx0x4J3HV48Sd_27xPgGqYPKxAa6_C1Ibcp=s128-w32-d-h32-cc-rp","Watermelon Cat","4 years ago","I LOVED IT TIS VERYCE  yo and yur family can see it its nicead ids also enjoy","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUQMrYZdNr8VLc0RYqIbJAGa3XM1Lss6INO7dX6pDIkrNROHp0=s128-w32-d-h32-cc-rp","VAIBHAV MISHRA 12C","5 years ago","A masterpiece by Aamir khan and whole team. It's IMDb and rotten tomatoes shows it's quality.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKH3NKB5AbzYlu7IsJ6czFI_AzM76E_l5yukb4d46PrVHLl1w=s128-w32-d-h32-cc-rp","raj d.","a year ago","An epic movie.. it takes me to some other level jst like meditation.. must watch for everyone..","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWGYqqeTKE4fNy9BhHv0s1ol_cAoOcaJHYITbXzYwOuF37Rc4rM=s128-w32-d-h32-cc-rp","Sajjad Hossain","6 years ago","This is so heart touching movie, just love it. Thanks, Aamir Khan & Amole Gupte for such a good movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocL1jUQYJ5RobQcVMTyPSDFA7a-Q4pmHSFs2xIWA7XFgZlMVIA=s128-w32-d-h32-cc-rp","Claudia Bolano-Becerra","6 years ago","Absolutely stunning! So deep and incredibly touching,  and the acting is simply remarkable. Wow!!!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWYFQ2kFPCGZcy7MH0fY9ydDpN1yqjyFd5l_Wf30r30u1NzMgBJ=s128-w32-d-h32-cc-rp","Nikhil Mehta","3 years ago","Reality of our society. Which is addressed in very well manner. Kudos to the team.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWNtEkI-93vhFC4R_3EuYf-YXxpXku38z2qEQnDs_5L5p9kPqo=s128-w32-d-h32-cc-rp","Robin Samson","2 years ago","Its not a movie, it's a learning tht we have to take in our life, everything was top notch, just too good","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIauprOH2263IdHRASs-1owbWSNlKuAvhP4u_Fb9ffBYlX8ig=s128-w32-d-h32-cc-rp","Apoorva Kumar","3 years ago","It is a masterpiece. Deserves an Oscar. Truly a gem.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKiiX1ErQfLbMVuQjVhwfw493L_QaNCLFi_oeQTIgjnbCyrXIE=s128-w32-d-h32-cc-rp","GS W","4 years ago","Best film! Teaches parents and teacher to understand disabilities and how to support kids with learning challenges!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVIkW41rwkqHmyLvMHypq4To5hgY2vT4_uRI7PDBQ2Qjao3fr4s=s128-w32-d-h32-cc-rp","MARROSE777 Oriel","5 years ago","MUST WATCH YA'LL it teaches that everyone has their own talent and each child deserves care and assurance","You found this helpful.","Was this review helpful to you?"
